,Unnamed: 0,Input_Count,Outputs,Wiring,Gates,Gate_Activations,Truth_Table,Final_Population,Labels,Comp_Count,Truth_Label
691,691,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 0, 0, 1, 1, 1)","[0, 1, 3, 3, 0, 1, 3, 3, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,4,173
692,692,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 0, 1, 1, 1, 0)","[0, 1, 3, 3, 0, 1, 3, 3, 0, 1, 11, 11, 0, 1, 15, 15]",False,11,4,176
693,693,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 1, 1, 1, 0)","[0, 1, 3, 3, 0, 1, 3, 3, 0, 1, 3, 11, 0, 1, 3, 15]",False,11,5,179
694,694,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 0, 1, 0, 0)","[0, 1, 3, 3, 0, 1, 3, 3, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,3,173
695,695,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 1, 0, 1, 0)","[0, 1, 3, 3, 7, 7, 7, 7, 0, 1, 3, 11, 7, 7, 7, 15]",False,11,4,188
696,696,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 0, 1, 1, 0)","[0, 1, 3, 3, 0, 1, 3, 3, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,4,173
697,697,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 0, 0, 1, 1, 0)","[0, 1, 3, 3, 0, 1, 3, 3, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,3,173
698,698,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(0, 1, 1, 0, 1, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 0, 1, 3, 11, 7, 7, 7, 15]",False,11,4,188
699,699,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(0, 0, 0, 0, 1, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,2,174
700,700,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(0, 1, 1, 1, 1, 1)","[0, 1, 3, 3, 0, 1, 3, 3, 0, 1, 3, 11, 0, 1, 3, 15]",True,11,5,179
701,701,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 0, 0, 1, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,4,174
702,702,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 1, 0, 0, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 0, 1, 3, 11, 7, 7, 7, 15]",False,11,4,188
703,703,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 0, 0, 0, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,3,174
704,704,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 1, 0, 0, 0, 0)","[0, 1, 3, 3, 7, 7, 7, 7, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,2,174
705,705,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(1, 0, 0, 0, 1, 1)","[0, 1, 3, 3, 7, 7, 7, 7, 8, 9, 11, 11, 15, 15, 15, 15]",False,11,3,174
706,706,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'AND', 'OR', 'OR']","(0, 0, 1, 1, 1, 1)","[0, 1, 3, 3, 0, 1, 3, 3, 0, 1, 11, 11, 0, 1, 15, 15]",False,11,4,176
707,707,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",True,12,4,1
708,708,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,1,1
709,709,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,1,3
710,710,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 1, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,1
711,711,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 1, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,1,5
712,712,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,3,18
713,713,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,5
714,714,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,4,18
715,715,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,1
716,716,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 1, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,5
717,717,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,5
718,718,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 1, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,3,18
719,719,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,1
720,720,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",False,12,4,0
721,721,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,1,5
722,722,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,4,15
723,723,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,1,5
724,724,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,1
725,725,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,3,3
726,726,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",True,12,6,15
727,727,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",True,12,4,18
728,728,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,5,15
729,729,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",True,12,5,15
730,730,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,4,1
731,731,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,4,15
732,732,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,2,3
733,733,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,2,18
734,734,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,5
735,735,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,3,18
736,736,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,1
737,737,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,1
738,738,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,5
739,739,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 14, 15]",False,12,5,18
740,740,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,4,3
741,741,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,0,5
742,742,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,3,15
743,743,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",False,12,2,0
744,744,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,5,1
745,745,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 1, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",False,12,3,0
746,746,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,2,3
747,747,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 1, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,4,15
748,748,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",False,12,3,0
749,749,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 0, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,1
750,750,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",False,12,5,0
751,751,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 1, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,4,1
752,752,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 1, 0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15]",False,12,5,15
753,753,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 0, 8, 4, 4, 6, 15]",True,12,4,0
754,754,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 0, 0, 8, 8, 4, 4, 14, 15]",False,12,3,3
755,755,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 0, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,1
756,756,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,4,5
757,757,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,5
758,758,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 1, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,3,5
759,759,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 1, 1, 1)","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,4,1
760,760,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 0, 1)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,2,5
761,761,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 0, 0)","[0, 0, 0, 0, 4, 4, 6, 7, 8, 8, 8, 8, 12, 12, 14, 15]",False,12,1,5
762,762,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 0, 0, 0)","[0, 1, 0, 1, 4, 5, 7, 7, 8, 9, 8, 9, 12, 13, 15, 15]",False,13,1,62
763,763,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 1, 0)","[0, 1, 0, 1, 4, 5, 7, 7, 0, 1, 0, 9, 4, 5, 7, 15]",False,13,3,68
764,764,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 1, 1)","[0, 1, 0, 1, 4, 5, 7, 7, 0, 1, 0, 9, 4, 5, 7, 15]",False,13,4,68
765,765,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 0, 0)","[0, 1, 0, 1, 4, 5, 7, 7, 8, 9, 8, 9, 12, 13, 15, 15]",False,13,1,62
766,766,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 0, 1)","[0, 1, 0, 1, 4, 5, 7, 7, 0, 1, 0, 9, 4, 5, 7, 15]",False,13,3,68
767,767,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 0, 0, 0, 1)","[0, 1, 0, 1, 4, 5, 7, 7, 8, 9, 8, 9, 12, 13, 15, 15]",False,13,3,62
768,768,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 0, 1)","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 9, 0, 1, 0, 15]",True,13,4,59
769,769,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 0, 1)","[0, 1, 0, 1, 4, 5, 7, 7, 8, 9, 8, 9, 12, 13, 15, 15]",False,13,2,62
770,770,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 0, 0)","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 9, 0, 1, 0, 15]",True,13,3,59
771,771,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 0, 0)","[0, 1, 0, 1, 4, 5, 7, 7, 0, 1, 0, 9, 4, 5, 7, 15]",False,13,2,68
772,772,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 1, 1, 0, 1)","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 9, 0, 1, 0, 15]",True,13,5,59
773,773,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1, 0, 1)","[0, 1, 0, 1, 0, 1, 0, 1, 8, 9, 8, 9, 12, 13, 15, 15]",True,13,3,60
774,774,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 1, 1)","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 9, 0, 1, 0, 15]",False,13,5,59
